"Title","Hull","Class %23","Hull %23","COM Date","TYCOM","FLT","Last Insp Date","Sked Next Inspection","Months from Last Insp/MI","OVERDUE REASON","Overdue_OLD","ACTIVE/INACTIVE","Battle Force","HomePort","UIC","NVR","Waivers","Remarks","AT Date","FCT Date","CT DATE","GMI","MI / SMART 1","MI / SMART 2","MI / SMART 3","MI / SMART 4","MI / SMART 5","MI / SMART 6","MI / SMART 7","MI / SMART 8","MI / SMART 9","MI / SMART 10","Survey","NEP","IT","C51","C51","AT2","C51","C51","FC2","MCI 1","PRT","DECOM Date","SCHEDULED","OVERDUE","CURRENT ORFP PHASE","PHASE MI Scheduled In","CONCERNS/RISKS","Ship Folder"
"SOMERSET","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 25","2/28/2014 9:00 PM","[""CNSP""]","[""C3F""]","4/24/2025 9:00 PM",,"5","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","23181","[""PAC""]",,"HPC to C7F MAY 28","9/19/2013 9:00 PM","11/5/2014 9:00 PM",,,"7/15/2021 9:00 PM","4/24/2025 9:00 PM",,,,,,,,,,"4/17/2000 9:00 PM",,,,,,,,"9/15/2014 9:00 PM",,,"NO",,,,,
"JOHN P. MURTHA","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 26","10/7/2016 9:00 PM","[""CNSP""]","[""C3F""]","7/24/2022 9:00 PM",,"38","[""1"",""2"",""3""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","23182","[""PAC""]",,,"4/14/2016 9:00 PM","7/19/2017 9:00 PM",,,"7/24/2022 9:00 PM",,,,,,,,,,,,,,,,,,,"12/17/2017 9:00 PM",,,"NO","OVERDUE",,,,
"PORTLAND","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 27","12/13/2017 9:00 PM","[""CNSP""]","[""C3F""]","10/24/2018 9:00 PM","3/29/2026 9:00 PM","83","[""1"",""3""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","3277A","[""PAC""]",,,"8/17/2017 9:00 PM","10/24/2018 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"FORT LAUDERDALE","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 28","7/29/2022 9:00 PM","[""CNSL""]","[""C2F""]","11/26/2023 9:00 PM","8/23/2026 9:00 PM","22","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","3278A","[""LANT""]",,,"1/23/2022 9:00 PM","11/26/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"RICHARD M. MCCOOL","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 29","4/10/2024 9:00 PM","[""CNSL""]","[""C2F""]","2/29/2024 9:00 PM","5/31/2026 9:00 PM","19","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]",,"[""LANT""]",,,"2/29/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"HARRISBURG","[""LPD    ""]","[""LPD 17 (Flt 2)""]","LPD 30",,,,,"8/23/2026 9:00 PM",,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"PITTSBURGH","[""LPD    ""]","[""LPD 17 (Flt 2)""]","LPD 31",,,,,,,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""LPD    ""]","[""LPD 17 (Flt 2)""]","LPD 32",,,,,,,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""LPD    ""]","[""LPD 17 (Flt 2)""]","LPD 33",,,,,,,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WHIDBEY ISLAND","[""LSD""]","[""LSD 41""]","LSD 41","2/8/1985 9:00 PM",,,"6/19/2014 9:00 PM",,"136",,"OVERDUE","[""INACTIVE""]","[""NO""]",,,"[""INACTIVE""]",,"AFSB",,,,,,,,,,,,,,,,,,,,,,,,,,"8/19/2022 9:00 PM","NO","OVERDUE",,,,
"GERMANTOWN","[""LSD""]","[""LSD 41""]","LSD 42","2/7/1986 9:00 PM","[""CNSP""]","[""C3F""]","5/30/2025 9:00 PM",,"4","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21639","[""PAC""]",,,,,,,"10/7/2004 9:00 PM","9/16/2010 9:00 PM","8/27/2014 9:00 PM","5/30/2025 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"FORT MCHENRY","[""LSD""]","[""LSD 41""]","LSD 43","8/7/1987 9:00 PM",,,"8/27/2014 9:00 PM",,"133",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","20996","[""INACTIVE""]",,"DECOM SKED 9/30/17",,,,,"12/11/1997 9:00 PM","12/3/2004 9:00 PM","10/6/2011 9:00 PM","9/17/2014 9:00 PM",,,,,,,,,,,,,,,,,,"4/15/2021 9:00 PM","NO","OVERDUE",,,,
"GUNSTON HALL","[""LSD""]","[""LSD 41""]","LSD 44","4/21/1989 9:00 PM","[""CNSL""]","[""C2F""]","10/10/2021 9:00 PM","7/5/2026 9:00 PM","48","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA (LCRK)""]","21422","[""LANT""]",,,,,,,"10/22/1998 9:00 PM","11/6/2003 9:00 PM","10/8/2009 9:00 PM","5/16/2018 9:00 PM","10/10/2021 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"COMSTOCK","[""LSD""]","[""LSD 41""]","LSD 45","2/2/1990 9:00 PM","[""CNSP""]","[""C3F""]","10/9/2025 9:00 PM",,"0","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21452","[""PAC""]",,,,,,,"4/9/1998 9:00 PM","8/28/2003 9:00 PM","11/20/2008 9:00 PM","3/27/2014 9:00 PM","2/5/2020 9:00 PM","10/9/2025 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"TORTUGA","[""LSD""]","[""LSD 41""]","LSD 46","11/16/1990 9:00 PM","[""CNSL""]","[""C2F""]","1/16/2023 9:00 PM","7/19/2026 9:00 PM","33","[""1""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA (LCRK)""]","21562","[""LANT""]",,,,,,,"3/25/1999 9:00 PM","4/8/2004 9:00 PM","9/3/2009 9:00 PM","1/16/2023 9:00 PM",,,,,,,"1/16/2023 9:00 PM","5/18/1999 9:00 PM",,,,,,,,,,,"YES",,,,,
"RUSHMORE","[""LSD""]","[""LSD 41""]","LSD 47","5/31/1991 9:00 PM","[""CNSP""]","[""C7F""]","3/21/2018 9:00 PM","10/26/2025 9:00 PM","91","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SASEBO, JAPAN""]","21530","[""PAC""]",,"OCIR FY25",,,,,"2/4/1999 9:00 PM","9/18/2003 9:00 PM","10/30/2008 9:00 PM","7/12/2012 9:00 PM","3/21/2018 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"ASHLAND","[""LSD""]","[""LSD 41""]","LSD 48","5/8/1992 9:00 PM","[""CNSP""]","[""C3F""]","1/16/2022 9:00 PM",,"45","[""2"",""3""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21531","[""PAC""]",,,,,,,"5/1/1997 9:00 PM","11/20/2003 9:00 PM","8/16/2007 9:00 PM","5/9/2013 9:00 PM","7/25/2018 9:00 PM","1/16/2022 9:00 PM",,,,,,,,,,,,,,"2/20/2013 9:00 PM",,,"NO","OVERDUE",,,,
"HARPERS FERRY","[""LSD""]","[""LSD 49""]","LSD 49","1/6/1995 9:00 PM","[""CNSP""]","[""C3F""]","7/1/2025 9:00 PM",,"3","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21852","[""PAC""]",,,,,,,"11/18/1999 9:00 PM","6/27/2002 9:00 PM","12/14/2006 9:00 PM","1/20/2016 9:00 PM","1/14/2020 9:00 PM","9/13/2022 9:00 PM","7/1/2025 9:00 PM",,,,,,,,,,,,,,,,"NO",,,,,
"CARTER HALL","[""LSD""]","[""LSD 49""]","LSD 50","9/29/1995 9:00 PM","[""CNSL""]","[""C2F""]","5/16/2024 9:00 PM","12/6/2026 9:00 PM","17","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA (LCRK)""]","21880","[""LANT""]",,,,,,,"3/1/2001 9:00 PM","3/17/2005 9:00 PM","10/26/2016 9:00 PM","5/22/2019 9:00 PM","5/16/2024 9:00 PM",,,,,,,,,,,,,,,"8/2/2017 9:00 PM",,,"YES",,,,,
"OAK HILL","[""LSD""]","[""LSD 49""]","LSD 51","6/7/1996 9:00 PM","[""CNSL""]","[""C2F""]","3/5/2025 9:00 PM","1/23/2028 9:00 PM","7","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA (LCRK)""]","21958","[""LANT""]",,,,"10/24/1996 9:00 PM",,,"9/14/2006 9:00 PM","4/7/2011 9:00 PM","2/11/2015 9:00 PM","12/17/2020 9:00 PM","3/5/2025 9:00 PM",,,,,,,,,,,,,,,,,,"YES",,,,,
"PEARL HARBOR","[""LSD""]","[""LSD 49""]","LSD 52","5/29/1998 9:00 PM","[""CNSP""]","[""C3F""]","6/26/2025 9:00 PM",,"3","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21959","[""PAC""]",,,,,,,"9/11/1997 9:00 PM","10/1/1998 9:00 PM","2/26/2004 9:00 PM","12/3/2009 9:00 PM","3/8/2017 9:00 PM","3/18/2021 9:00 PM","6/26/2025 9:00 PM",,,,,,,,,,,,,"9/15/2014 9:00 PM",,,"NO",,,,,
"WARRIOR","[""MCM""]","[""MCM 1""]","MCM 10","4/6/1993 9:00 PM","[""CNSP""]","[""C7F""]","5/3/2025 9:00 PM",,"5","[""2""]",,"[""ACTIVE""]","[""SUPPORT FORCE""]","[""SASEBO, JAPAN""]","21457","[""PAC""]",,"DISMANTLE MAR 27",,,,,"5/15/1997 9:00 PM","5/9/2002 9:00 PM","5/24/2007 9:00 PM","3/18/2015 9:00 PM","1/9/2022 9:00 PM","5/3/2025 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"GLADIATOR","[""MCM""]","[""MCM 1""]","MCM 11","9/17/1993 9:00 PM",,,"9/8/2019 9:00 PM","9/8/2019 9:00 PM","73","[""2"",""3""]","OVERDUE","[""INACTIVE""]","[""SUPPORT FORCE""]","[""MANAMA, BAHRAIN""]","21454","[""PAC""]",,"LSA FY25",,,,,"10/15/1998 9:00 PM","4/24/2003 9:00 PM","3/6/2008 9:00 PM","9/19/2013 9:00 PM","9/8/2019 9:00 PM",,,,,,,,,,,,,,,,,"9/3/2025 9:00 PM","YES","OVERDUE",,,,
"ARDENT","[""MCM""]","[""MCM 1""]","MCM 12","2/17/1994 9:00 PM",,,"3/9/2016 9:00 PM","3/9/2016 9:00 PM","115",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PHILADELPHIA, PA""]","21929","[""INACTIVE""]",,,,,,,"12/2/1999 9:00 PM","3/9/2016 9:00 PM",,,,,,,,,,,,,,,,,,,,"8/26/2020 9:00 PM","YES","OVERDUE",,,,
"DEXTROUS","[""MCM""]","[""MCM 1""]","MCM 13","7/8/1994 9:00 PM",,,"10/15/2023 9:00 PM","10/15/2023 9:00 PM","24","[""2""]",,"[""INACTIVE""]","[""SUPPORT FORCE""]","[""MANAMA, BAHRAIN""]","21901","[""PAC""]",,"LSA FY25",,,,,"9/24/1998 9:00 PM","12/5/2002 9:00 PM","6/22/2006 9:00 PM","8/11/2007 9:00 PM","6/13/2012 9:00 PM","3/20/2019 9:00 PM","10/15/2023 9:00 PM",,,,,"5/31/2001 9:00 PM",,,,,,,,,,"9/2/2025 9:00 PM","YES",,,,,
"CHIEF","[""MCM""]","[""MCM 1""]","MCM 14","11/4/1994 9:00 PM","[""CNSP""]","[""C7F""]","1/16/2022 9:00 PM","1/25/2026 9:00 PM","45","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""SUPPORT FORCE""]","[""SASEBO, JAPAN""]","21902","[""PAC""]",,"DISMANTLE FY25",,,,,"7/27/2000 9:00 PM","11/18/2004 9:00 PM","6/19/2011 9:00 PM","8/3/2011 9:00 PM","3/28/2018 9:00 PM","1/16/2022 9:00 PM",,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SENTRY","[""MCM""]","[""MCM 1""]","MCM 3","9/1/1989 9:00 PM","[""CNSP""]","[""C5F""]","5/22/2022 9:00 PM","5/22/2022 9:00 PM","41","[""2""]","OVERDUE","[""INACTIVE""]","[""SUPPORT FORCE""]","[""MANAMA, BAHRAIN""]","21404","[""PAC""]",,"LSA FY25",,,,,"8/5/2001 9:00 PM","5/18/2006 9:00 PM","2/11/2015 9:00 PM","5/22/2022 9:00 PM",,,,,,,,"4/11/2001 9:00 PM",,,,,,,,,,"9/23/2025 9:00 PM","YES","OVERDUE",,,,
"CHAMPION","[""MCM""]","[""MCM 1""]","MCM 4","2/7/1991 9:00 PM",,,"2/11/2015 9:00 PM",,"128",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","21925","[""LANT""]",,"FMS",,,,,"12/10/1998 9:00 PM","4/17/2003 9:00 PM","6/11/2009 9:00 PM","2/11/2015 9:00 PM",,,,,,,,,,,,,,,,"4/29/2013 9:00 PM",,"8/24/2020 9:00 PM","NO","OVERDUE",,,,
"DEVASTATOR","[""MCM""]","[""MCM 1""]","MCM 6","10/5/1990 9:00 PM","[""CNSL""]","[""C5F""]","3/4/2020 9:00 PM","3/4/2020 9:00 PM","67","[""2"",""3""]","OVERDUE","[""INACTIVE""]","[""SUPPORT FORCE""]","[""MANAMA, BAHRAIN""]","21427","[""PAC""]",,"LSA FY25",,,,,"10/21/1999 9:00 PM","8/12/2004 9:00 PM","2/12/2009 9:00 PM","5/14/2014 9:00 PM","3/1/2020 9:00 PM",,,,,,,,,,,,,,,,,"9/23/2025 9:00 PM","YES","OVERDUE",,,,
"PATRIOT","[""MCM""]","[""MCM 1""]","MCM 7","10/17/1991 9:00 PM","[""CNSP""]","[""C7F""]","8/21/2022 9:00 PM","9/20/2026 9:00 PM","38","[""2""]","OVERDUE","[""ACTIVE""]","[""SUPPORT FORCE""]","[""SASEBO, JAPAN""]","21453","[""PAC""]",,"DISMANTLE FY27",,,,,"3/22/2001 9:00 PM","12/9/2004 9:00 PM","9/24/2009 9:00 PM","6/18/2014 9:00 PM","8/21/2022 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SCOUT","[""MCM""]","[""MCM 1""]","MCM 8","12/14/1990 9:00 PM",,,"5/13/2015 9:00 PM",,"125",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PHILADELPHIA, PA""]","22147","[""LANT""]",,,,,,,"8/16/2001 9:00 PM","5/13/2015 9:00 PM",,,,,,,,,,,,,,,,,,,,"8/25/2020 9:00 PM","NO","OVERDUE",,,,
"PIONEER","[""MCM""]","[""MCM 1""]","MCM 9","12/6/1992 9:00 PM","[""CNSP""]","[""C7F""]","9/18/2024 9:00 PM","8/29/2027 9:00 PM","13","[""2""]",,"[""ACTIVE""]","[""SUPPORT FORCE""]","[""SASEBO, JAPAN""]","21456","[""PAC""]",,"DISMANTLE FY27",,,,,"12/4/1997 9:00 PM","7/11/2002 9:00 PM","7/8/2007 9:00 PM","8/28/2008 9:00 PM","11/2/2016 9:00 PM","9/18/2024 9:00 PM",,,,,,,,,,,,,,,,,"YES",,,,,
"ZEPHYR","[""PC""]","[""PC 1""]","PC 08","10/14/1994 9:00 PM",,,"5/10/2017 9:00 PM",,"101",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","22143","[""LANT""]",,"FMS",,,,,"8/24/1999 9:00 PM","1/10/2008 9:00 PM","12/13/2012 9:00 PM","5/10/2017 9:00 PM",,,,,,,,,,,,,,,,,,"2/26/2021 9:00 PM","NO","OVERDUE",,,,
"FIREBOLT","[""PC""]","[""PC 1""]","PC 10","6/9/1995 9:00 PM",,,"8/5/2018 9:00 PM",,"86",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","21455","[""INACTIVE""]",,,,,,,"9/21/2000 9:00 PM","8/19/2004 9:00 PM","3/12/2009 9:00 PM","8/5/2018 9:00 PM",,,,,,,,,,,,,,,,,,"2/22/2022 9:00 PM","NO","OVERDUE",,,,
"WHIRLWIND","[""PC""]","[""PC 1""]","PC 11","6/30/1995 9:00 PM",,,"8/12/2018 9:00 PM","9/21/2001 9:00 PM","86",,"OVERDUE","[""INACTIVE""]","[""Strategic Sealift Force""]",,"21547","[""LANT""]",,"XFER TO MARAD",,,,"8/12/2018 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"3/20/2022 9:00 PM","YES","OVERDUE",,,,
"THUNDERBOLT","[""PC""]","[""PC 1""]","PC 12","10/6/1995 9:00 PM",,,"8/23/2018 9:00 PM",,"86",,"OVERDUE","[""INACTIVE""]","[""YES""]","[""GROTON, CT""]","21312","[""LANT""]",,"HPC to BREMERTON 1SEP23",,,,,"2/8/2001 9:00 PM","1/31/2008 9:00 PM","7/26/2012 9:00 PM","8/23/2018 9:00 PM",,,,,,,,,,,,,,,,,,"2/20/2023 9:00 PM","NO","OVERDUE",,,,
"SHAMAL","[""PC""]","[""PC 1""]","PC 13","1/26/1996 9:00 PM",,,"8/26/2018 9:00 PM","9/21/2001 9:00 PM","85",,"OVERDUE","[""INACTIVE""]","[""Strategic Sealift Force""]",,"21513","[""MSC NOT ASSIGNED""]",,"XFER TO MARAD",,,,"8/26/2018 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"2/25/2021 9:00 PM","YES","OVERDUE",,,,
"TORNADO","[""PC""]","[""PC 1""]","PC 14","6/23/2000 9:00 PM",,,"10/24/2018 9:00 PM",,"83",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21102","[""INACTIVE""]",,,,,,,"4/29/1998 9:00 PM","3/10/2005 9:00 PM","2/17/2011 9:00 PM","10/24/2018 9:00 PM",,,,,,,,,,,,,,,,,,"3/3/2021 9:00 PM","NO","OVERDUE",,,,
"TEMPEST","[""PC""]","[""PC 1""]","PC 2","8/20/1993 9:00 PM",,,"3/10/2016 9:00 PM",,"115",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21302","[""INACTIVE""]",,"INCTIVATION 06AUG20",,,,,"12/13/2001 9:00 PM","4/23/2009 9:00 PM","3/10/2016 9:00 PM",,,,,,,,,,,,,,,,,,,"3/6/2022 9:00 PM","NO","OVERDUE",,,,
"HURRICANE","[""PC""]","[""PC 1""]","PC 3","10/14/1993 9:00 PM",,,"3/24/2016 9:00 PM",,"114",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","20825","[""INACTIVE""]",,,,,,,"2/20/1997 9:00 PM","2/26/2004 9:00 PM","8/2/2007 9:00 PM","3/24/2016 9:00 PM",,,,,,,,,,,,,,,,,,"2/27/2023 9:00 PM","NO","OVERDUE",,,,
"MONSOON","[""PC""]","[""PC 1""]","PC 4","1/21/1994 9:00 PM",,,"4/6/2016 9:00 PM",,"114",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","21932","[""LANT""]",,"FMS",,,,,"11/19/1998 9:00 PM","6/5/2003 9:00 PM","6/3/2007 9:00 PM","5/17/2012 9:00 PM","4/6/2016 9:00 PM",,,,,,,,,,,,,,,,,"3/20/2023 9:00 PM","NO","OVERDUE",,,,
"TYPHOON","[""PC""]","[""PC 1""]","PC 5","2/11/1994 9:00 PM",,,"6/15/2016 9:00 PM",,"112",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PEARL HARBOR, HI""]","21830","[""INACTIVE""]",,,,,,,"7/15/1999 9:00 PM","7/24/2003 9:00 PM","7/19/2007 9:00 PM","9/13/2012 9:00 PM","6/15/2016 9:00 PM",,,,,,,,,,,,,,,,,"2/27/2022 9:00 PM","NO","OVERDUE",,,,
"SIROCCO","[""PC""]","[""PC 1""]","PC 6","6/10/1994 9:00 PM",,,"10/6/2016 9:00 PM",,"108",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21024","[""INACTIVE""]",,"INCTIVATION 06AUG20",,,,,"10/15/1998 9:00 PM","10/28/2004 9:00 PM","10/6/2016 9:00 PM",,,,,,,,,,,,,,,,,,,"3/6/2023 9:00 PM","NO","OVERDUE",,,,
"SQUALL","[""PC""]","[""PC 1""]","PC 7","7/3/1994 9:00 PM",,,"12/15/2016 9:00 PM","9/21/2001 9:00 PM","106",,"OVERDUE","[""INACTIVE""]","[""NO""]",,"21090","[""PAC""]",,,"12/11/2011 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"3/13/2022 9:00 PM","YES","OVERDUE",,,,
"CHINOOK","[""PC""]","[""PC 1""]","PC 9","1/27/1995 9:00 PM",,,"10/15/2017 9:00 PM",,"96",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21029","[""INACTIVE""]",,,,,,"7/1/1999 9:00 PM","9/29/2005 9:00 PM","9/22/2011 9:00 PM","10/18/2017 9:00 PM",,,,,,,,,,,,,,,,,,,"3/13/2023 9:00 PM","NO","OVERDUE",,,,
"SEA BASED X-BAND RADAR","[""SBX""]","[""SBX""]","SBX ",,"[""MSC""]",,"1/12/2025 9:00 PM",,"9","[""2""]",,"[""ACTIVE""]","[""NO""]",,"24133","[""PAC""]",,,"6/30/2010 9:00 PM",,,,"1/12/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"HENRY M. JACKSON","[""SSBN""]","[""SSBN 726""]","SSBN 730","10/5/1984 9:00 PM","[""CSP""]",,"5/15/2025 9:00 PM",,"5","[""2""]",,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21040","[""PAC""]",,"RECYCLE FY27",,,,,"12/18/1997 9:00 PM","9/19/2002 9:00 PM","6/19/2008 9:00 PM","2/4/2015 9:00 PM","12/6/2018 9:00 PM","8/22/2022 9:00 PM","5/15/2025 9:00 PM",,,,,,,,,,,,,,,,"NO",,,,,
"ALABAMA","[""SSBN""]","[""SSBN 726""]","SSBN 731","5/24/1985 9:00 PM","[""CSP""]",,"7/16/2025 9:00 PM",,"3",,,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21041","[""PAC""]",,"RECYCLE FY28",,,,,"3/5/1998 9:00 PM","6/10/2004 9:00 PM","11/5/2009 9:00 PM","4/22/2015 9:00 PM","4/15/2021 9:00 PM","7/16/2025 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"ALASKA","[""SSBN""]","[""SSBN 726""]","SSBN 732","1/24/1986 9:00 PM","[""CSL""]",,"4/21/2024 9:00 PM",,"18","[""2""]",,"[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21042","[""LANT""]",,"RECYCLE FY30",,,,,"9/2/1998 9:00 PM","4/2/2009 9:00 PM","9/24/2015 9:00 PM","8/7/2019 9:00 PM","1/16/2020 9:00 PM","4/21/2024 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"NEVADA","[""SSBN""]","[""SSBN 726""]","SSBN 733","8/15/1986 9:00 PM","[""CSP""]",,"4/14/2024 9:00 PM",,"18","[""2""]",,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21043","[""PAC""]",,,,,,,"2/16/1999 9:00 PM","1/9/2003 9:00 PM","6/7/2007 9:00 PM","7/7/2011 9:00 PM","8/2/2018 9:00 PM","4/14/2024 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"TENNESSEE","[""SSBN""]","[""SSBN 726""]","SSBN 734","12/16/1988 9:00 PM","[""CSL""]",,"8/29/2022 9:00 PM","8/10/2025 9:00 PM","37","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21044","[""LANT""]",,,,,,,"8/29/2000 9:00 PM","1/17/2008 9:00 PM","10/20/2011 9:00 PM","2/8/2018 9:00 PM","8/29/2022 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"PENNSYLVANIA","[""SSBN""]","[""SSBN 726""]","SSBN 735","9/8/1989 9:00 PM","[""CSP""]",,"10/23/2019 9:00 PM",,"72","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21045","[""PAC""]",,,,,,,"8/1/2002 9:00 PM","12/20/2012 9:00 PM","10/23/2019 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WEST VIRGINIA","[""SSBN""]","[""SSBN 726""]","SSBN 736","10/19/1990 9:00 PM","[""CSL""]",,"12/6/2021 9:00 PM",,"46","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21365","[""LANT""]",,,,,,,"5/8/1997 9:00 PM","1/28/2005 9:00 PM","2/18/2010 9:00 PM","2/27/2014 9:00 PM","12/6/2021 9:00 PM",,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"KENTUCKY","[""SSBN""]","[""SSBN 726""]","SSBN 737","7/12/1991 9:00 PM","[""CSP""]",,"11/7/2024 9:00 PM",,"11","[""2""]",,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21433","[""PAC""]",,,,,"8/6/1997 9:00 PM",,"6/19/1997 9:00 PM","2/12/2004 9:00 PM","12/15/2005 9:00 PM","3/24/2011 9:00 PM","6/4/2015 9:00 PM","2/2/2020 9:00 PM","11/7/2024 9:00 PM",,,,,,,,,,,,,,,,"NO",,,,,
"MARYLAND","[""SSBN""]","[""SSBN 726""]","SSBN 738","6/12/1992 9:00 PM","[""CSL""]",,"9/19/2022 9:00 PM",,"37","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21460","[""LANT""]",,,,,,,"6/27/1998 9:00 PM","2/3/2005 9:00 PM","10/12/2006 9:00 PM","8/2/2012 9:00 PM","6/10/2016 9:00 PM","9/19/2022 9:00 PM",,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NEBRASKA","[""SSBN""]","[""SSBN 726""]","SSBN 739","7/9/1993 9:00 PM","[""CSP""]",,"5/9/2022 9:00 PM","11/16/2025 9:00 PM","41","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21461","[""PAC""]",,,,,,,"10/24/2000 9:00 PM","2/28/2008 9:00 PM","6/6/2013 9:00 PM","7/12/2018 9:00 PM","5/9/2022 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
